{4: 192, 6: 320, 8: 4416}
9,26,174,229,442,715,799,873
9,49,229,252,401,678,715,873
9,108,157,252,401,782,856,873
9,108,157,252,505,782,856,873
10,69,164,192,381,426,509,742
10,31,69,175,426,447,466,874
10,36,69,192,426,509,513,742
10,69,112,192,405,426,509,742
10,69,126,182,426,578,874,881
10,123,154,254,371,426,567,703
10,98,154,254,270,426,614,703
10,26,154,254,426,567,703,732
10,123,154,254,426,567,703,732
10,53,112,154,405,426,509,853
10,53,154,192,405,426,509,853
10,121,213,230,293,426,637,716
10,109,213,253,357,402,426,874
10,109,213,253,357,426,506,874
10,109,158,213,357,426,783,857
10,31,175,213,426,447,466,874
10,69,192,213,426,466,509,742
10,82,213,238,318,426,526,551
10,82,138,213,426,526,598,716
10,160,213,238,426,551,620,859
10,33,213,253,426,662,739,874
10,57,158,213,426,763,783,857
10,90,175,213,426,447,763,874
10,185,213,238,426,551,581,763
10,34,213,254,426,703,740,834
10,86,213,254,334,426,703,834
10,86,213,230,426,443,716,834
10,86,213,230,426,483,716,834
10,107,112,216,360,509,551,623
10,107,112,216,360,509,623,716
10,112,138,216,360,509,716,837
10,112,126,235,509,578,721,874
10,112,161,253,509,739,860,874
10,65,192,238,509,551,581,877
10,107,158,211,355,551,618,783
10,48,107,230,400,483,551,716
10,107,138,216,551,623,716,837
10,107,126,230,374,551,716,874
10,107,175,234,447,551,855,874
10,82,138,238,318,551,598,716
10,58,138,238,410,551,687,716
10,86,230,254,334,443,703,716
10,86,230,254,334,483,703,716
10,51,230,254,403,703,716,851
10,127,158,254,375,703,783,875
10,127,158,254,703,736,783,875
10,107,158,211,355,618,716,783
10,107,175,234,447,716,855,874
10,138,158,211,355,618,716,783
10,126,157,230,374,716,735,874
10,27,175,230,443,716,800,874
10,50,230,253,402,679,716,874
10,109,158,253,402,783,857,874
10,109,158,253,506,783,857,874
11,70,165,193,382,427,510,743
11,32,70,176,384,427,467,875
11,37,70,193,427,510,514,743
11,70,113,193,406,427,510,743
11,70,127,183,427,579,875,882
11,124,155,255,372,427,568,640
11,99,155,255,271,427,615,640
11,27,155,255,427,568,640,733
11,124,155,255,427,568,640,733
11,54,113,155,406,427,510,854
11,54,155,193,406,427,510,854
11,122,214,231,294,427,638,717
11,110,214,254,358,403,427,875
11,110,214,254,358,427,507,875
11,110,159,214,358,427,784,858
11,32,176,214,384,427,467,875
11,70,193,214,427,467,510,743
11,83,214,239,319,427,527,552
11,83,139,214,427,527,599,717
11,161,214,239,427,552,621,860
11,34,214,254,427,663,740,875
11,58,159,214,427,764,784,858
11,91,176,214,384,427,764,875
11,186,214,239,427,552,582,764
11,35,214,255,427,640,741,835
11,87,214,255,335,427,640,835
11,87,214,231,427,444,717,835
11,87,214,231,427,484,717,835
11,108,113,217,361,510,552,624
11,108,113,217,361,510,624,717
11,113,139,217,361,510,717,838
11,113,127,236,510,579,722,875
11,113,162,254,510,740,861,875
11,66,193,239,510,552,582,878
11,108,159,212,356,552,619,784
11,49,108,231,401,484,552,717
11,108,139,217,552,624,717,838
11,108,127,231,375,552,717,875
11,108,176,235,384,552,856,875
11,83,139,239,319,552,599,717
11,59,139,239,411,552,688,717
11,87,231,255,335,444,640,717
11,87,231,255,335,484,640,717
11,52,231,255,404,640,717,852
11,64,159,255,376,640,784,876
11,64,159,255,640,737,784,876
11,108,159,212,356,619,717,784
11,108,176,235,384,717,856,875
11,139,159,212,356,619,717,784
11,127,158,231,375,717,736,875
11,28,176,231,444,717,801,875
11,51,231,254,403,680,717,875
11,110,159,254,403,784,858,875
11,110,159,254,507,784,858,875
12,71,166,194,383,428,511,744
12,33,71,177,385,428,468,876
12,38,71,194,428,511,515,744
12,71,114,194,407,428,511,744
12,64,71,184,428,580,876,883
12,125,156,192,373,428,569,641
12,100,156,192,272,428,616,641
12,28,156,192,428,569,641,734
12,125,156,192,428,569,641,734
12,55,114,156,407,428,511,855
12,55,156,194,407,428,511,855
12,123,215,232,295,428,639,718
12,111,215,255,359,404,428,876
12,111,215,255,359,428,508,876
12,111,160,215,359,428,785,859
12,33,177,215,385,428,468,876
12,71,194,215,428,468,511,744
12,84,215,240,256,428,528,553
12,84,140,215,428,528,600,718
12,162,215,240,428,553,622,861
12,35,215,255,428,664,741,876
12,59,160,215,428,765,785,859
12,92,177,215,385,428,765,876
12,187,215,240,428,553,583,765
12,36,192,215,428,641,742,836
12,88,192,215,336,428,641,836
12,88,215,232,428,445,718,836
12,88,215,232,428,485,718,836
12,109,114,218,362,511,553,625
12,109,114,218,362,511,625,718
12,114,140,218,362,511,718,839
12,64,114,237,511,580,723,876
12,114,163,255,511,741,862,876
12,67,194,240,511,553,583,879
12,109,160,213,357,553,620,785
12,50,109,232,402,485,553,718
12,109,140,218,553,625,718,839
12,64,109,232,376,553,718,876
12,109,177,236,385,553,857,876
12,84,140,240,256,553,600,718
12,60,140,240,412,553,689,718
12,88,192,232,336,445,641,718
12,88,192,232,336,485,641,718
12,53,192,232,405,641,718,853
12,65,160,192,377,641,785,877
12,65,160,192,641,738,785,877
12,109,160,213,357,620,718,785
12,109,177,236,385,718,857,876
12,140,160,213,357,620,718,785
12,64,159,232,376,718,737,876
12,29,177,232,445,718,802,876
12,52,232,255,404,681,718,876
12,111,160,255,404,785,859,876
12,111,160,255,508,785,859,876
13,72,167,195,320,429,448,745
13,34,72,178,386,429,469,877
13,39,72,195,429,448,516,745
13,72,115,195,408,429,448,745
13,65,72,185,429,581,877,884
13,126,157,193,374,429,570,642
13,101,157,193,273,429,617,642
13,29,157,193,429,570,642,735
13,126,157,193,429,570,642,735
13,56,115,157,408,429,448,856
13,56,157,195,408,429,448,856
13,124,216,233,296,429,576,719
13,112,192,216,360,405,429,877
13,112,192,216,360,429,509,877
13,112,161,216,360,429,786,860
13,34,178,216,386,429,469,877
13,72,195,216,429,448,469,745
13,85,216,241,257,429,529,554
13,85,141,216,429,529,601,719
13,163,216,241,429,554,623,862
13,36,192,216,429,665,742,877
13,60,161,216,429,766,786,860
13,93,178,216,386,429,766,877
13,188,216,241,429,554,584,766
13,37,193,216,429,642,743,837
13,89,193,216,337,429,642,837
13,89,216,233,429,446,719,837
13,89,216,233,429,486,719,837
13,110,115,219,363,448,554,626
13,110,115,219,363,448,626,719
13,115,141,219,363,448,719,840
13,65,115,238,448,581,724,877
13,115,164,192,448,742,863,877
13,68,195,241,448,554,584,880
13,110,161,214,358,554,621,786
13,51,110,233,403,486,554,719
13,110,141,219,554,626,719,840
13,65,110,233,377,554,719,877
13,110,178,237,386,554,858,877
13,85,141,241,257,554,601,719
13,61,141,241,413,554,690,719
13,89,193,233,337,446,642,719
13,89,193,233,337,486,642,719
13,54,193,233,406,642,719,854
13,66,161,193,378,642,786,878
13,66,161,193,642,739,786,878
13,110,161,214,358,621,719,786
13,110,178,237,386,719,858,877
13,141,161,214,358,621,719,786
13,65,160,233,377,719,738,877
13,30,178,233,446,719,803,877
13,53,192,233,405,682,719,877
13,112,161,192,405,786,860,877
13,112,161,192,509,786,860,877
14,73,168,196,321,430,449,746
14,35,73,179,387,430,470,878
14,40,73,196,430,449,517,746
14,73,116,196,409,430,449,746
14,66,73,186,430,582,878,885
14,127,158,194,375,430,571,643
14,102,158,194,274,430,618,643
14,30,158,194,430,571,643,736
14,127,158,194,430,571,643,736
14,57,116,158,409,430,449,857
14,57,158,196,409,430,449,857
14,125,217,234,297,430,577,720
14,113,193,217,361,406,430,878
14,113,193,217,361,430,510,878
14,113,162,217,361,430,787,861
14,35,179,217,387,430,470,878
14,73,196,217,430,449,470,746
14,86,217,242,258,430,530,555
14,86,142,217,430,530,602,720
14,164,217,242,430,555,624,863
14,37,193,217,430,666,743,878
14,61,162,217,430,767,787,861
14,94,179,217,387,430,767,878
14,189,217,242,430,555,585,767
14,38,194,217,430,643,744,838
14,90,194,217,338,430,643,838
14,90,217,234,430,447,720,838
14,90,217,234,430,487,720,838
14,111,116,220,364,449,555,627
14,111,116,220,364,449,627,720
14,116,142,220,364,449,720,841
14,66,116,239,449,582,725,878
14,116,165,193,449,743,864,878
14,69,196,242,449,555,585,881
14,111,162,215,359,555,622,787
14,52,111,234,404,487,555,720
14,111,142,220,555,627,720,841
14,66,111,234,378,555,720,878
14,111,179,238,387,555,859,878
14,86,142,242,258,555,602,720
14,62,142,242,414,555,691,720
14,90,194,234,338,447,643,720
14,90,194,234,338,487,643,720
14,55,194,234,407,643,720,855
14,67,162,194,379,643,787,879
14,67,162,194,643,740,787,879
14,111,162,215,359,622,720,787
14,111,179,238,387,720,859,878
14,142,162,215,359,622,720,787
14,66,161,234,378,720,739,878
14,31,179,234,447,720,804,878
14,54,193,234,406,683,720,878
14,113,162,193,406,787,861,878
14,113,162,193,510,787,861,878
15,74,169,197,322,431,450,747
15,36,74,180,388,431,471,879
15,41,74,197,431,450,518,747
15,74,117,197,410,431,450,747
15,67,74,187,431,583,879,886
15,64,159,195,376,431,572,644
15,103,159,195,275,431,619,644
15,31,159,195,431,572,644,737
15,64,159,195,431,572,644,737
15,58,117,159,410,431,450,858
15,58,159,197,410,431,450,858
15,126,218,235,298,431,578,721
15,114,194,218,362,407,431,879
15,114,194,218,362,431,511,879
15,114,163,218,362,431,788,862
15,36,180,218,388,431,471,879
15,74,197,218,431,450,471,747
15,87,218,243,259,431,531,556
15,87,143,218,431,531,603,721
15,165,218,243,431,556,625,864
15,38,194,218,431,667,744,879
15,62,163,218,431,704,788,862
15,95,180,218,388,431,704,879
15,190,218,243,431,556,586,704
15,39,195,218,431,644,745,839
15,91,195,218,339,431,644,839
15,91,218,235,384,431,721,839
15,91,218,235,431,488,721,839
15,112,117,221,365,450,556,628
15,112,117,221,365,450,628,721
15,117,143,221,365,450,721,842
15,67,117,240,450,583,726,879
15,117,166,194,450,744,865,879
15,70,197,243,450,556,586,882
15,112,163,216,360,556,623,788
15,53,112,235,405,488,556,721
15,112,143,221,556,628,721,842
15,67,112,235,379,556,721,879
15,112,180,239,388,556,860,879
15,87,143,243,259,556,603,721
15,63,143,243,415,556,692,721
15,91,195,235,339,384,644,721
15,91,195,235,339,488,644,721
15,56,195,235,408,644,721,856
15,68,163,195,380,644,788,880
15,68,163,195,644,741,788,880
15,112,163,216,360,623,721,788
15,112,180,239,388,721,860,879
15,143,163,216,360,623,721,788
15,67,162,235,379,721,740,879
15,32,180,235,384,721,805,879
15,55,194,235,407,684,721,879
15,114,163,194,407,788,862,879
15,114,163,194,511,788,862,879
16,75,170,198,323,432,451,748
16,37,75,181,389,432,472,880
16,42,75,198,432,451,519,748
16,75,118,198,411,432,451,748
16,68,75,188,432,584,880,887
16,65,160,196,377,432,573,645
16,104,160,196,276,432,620,645
16,32,160,196,432,573,645,738
16,65,160,196,432,573,645,738
16,59,118,160,411,432,451,859
16,59,160,198,411,432,451,859
16,127,219,236,299,432,579,722
16,115,195,219,363,408,432,880
16,115,195,219,363,432,448,880
16,115,164,219,363,432,789,863
16,37,181,219,389,432,472,880
16,75,198,219,432,451,472,748
16,88,219,244,260,432,532,557
16,88,144,219,432,532,604,722
16,166,219,244,432,557,626,865
16,39,195,219,432,668,745,880
16,63,164,219,432,705,789,863
16,96,181,219,389,432,705,880
16,191,219,244,432,557,587,705
16,40,196,219,432,645,746,840
16,92,196,219,340,432,645,840
16,92,219,236,385,432,722,840
16,92,219,236,432,489,722,840
16,113,118,222,366,451,557,629
16,113,118,222,366,451,629,722
16,118,144,222,366,451,722,843
16,68,118,241,451,584,727,880
16,118,167,195,451,745,866,880
16,71,198,244,451,557,587,883
16,113,164,217,361,557,624,789
16,54,113,236,406,489,557,722
16,113,144,222,557,629,722,843
16,68,113,236,380,557,722,880
16,113,181,240,389,557,861,880
16,88,144,244,260,557,604,722
16,92,196,236,340,385,645,722
16,92,196,236,340,489,645,722
16,57,196,236,409,645,722,857
16,69,164,196,381,645,789,881
16,69,164,196,645,742,789,881
16,113,164,217,361,624,722,789
16,113,181,240,389,722,861,880
16,144,164,217,361,624,722,789
16,68,163,236,380,722,741,880
16,33,181,236,385,722,806,880
16,56,195,236,408,685,722,880
16,115,164,195,408,789,863,880
16,115,164,195,448,789,863,880
17,76,171,199,324,433,452,749
17,38,76,182,390,433,473,881
17,43,76,199,433,452,520,749
17,76,119,199,412,433,452,749
17,69,76,189,433,585,881,888
17,66,161,197,378,433,574,646
17,105,161,197,277,433,621,646
17,33,161,197,433,574,646,739
17,66,161,197,433,574,646,739
17,60,119,161,412,433,452,860
17,60,161,199,412,433,452,860
17,64,220,237,300,433,580,723
17,116,196,220,364,409,433,881
17,116,196,220,364,433,449,881
17,116,165,220,364,433,790,864
17,38,182,220,390,433,473,881
17,76,199,220,433,452,473,749
17,89,220,245,261,433,533,558
17,89,145,220,433,533,605,723
17,167,220,245,433,558,627,866
17,40,196,220,433,669,746,881
17,97,182,220,390,433,706,881
17,128,220,245,433,558,588,706
17,41,197,220,433,646,747,841
17,93,197,220,341,433,646,841
17,93,220,237,386,433,723,841
17,93,220,237,433,490,723,841
17,114,119,223,367,452,558,630
17,114,119,223,367,452,630,723
17,119,145,223,367,452,723,844
17,69,119,242,452,585,728,881
17,119,168,196,452,746,867,881
17,72,199,245,452,558,588,884
17,114,165,218,362,558,625,790
17,55,114,237,407,490,558,723
17,114,145,223,558,630,723,844
17,69,114,237,381,558,723,881
17,114,182,241,390,558,862,881
17,89,145,245,261,558,605,723
17,93,197,237,341,386,646,723
17,93,197,237,341,490,646,723
17,58,197,237,410,646,723,858
17,70,165,197,382,646,790,882
17,70,165,197,646,743,790,882
17,114,165,218,362,625,723,790
17,114,182,241,390,723,862,881
17,145,165,218,362,625,723,790
17,69,164,237,381,723,742,881
17,34,182,237,386,723,807,881
17,57,196,237,409,686,723,881
17,116,165,196,409,790,864,881
17,116,165,196,449,790,864,881
18,77,172,200,325,434,453,750
18,39,77,183,391,434,474,882
18,44,77,200,434,453,521,750
18,77,120,200,413,434,453,750
18,70,77,190,434,586,882,889
18,67,162,198,379,434,575,647
18,106,162,198,278,434,622,647
18,34,162,198,434,575,647,740
18,67,162,198,434,575,647,740
18,61,120,162,413,434,453,861
18,61,162,200,413,434,453,861
18,65,221,238,301,434,581,724
18,117,197,221,365,410,434,882
18,117,197,221,365,434,450,882
18,117,166,221,365,434,791,865
18,39,183,221,391,434,474,882
18,77,200,221,434,453,474,750
18,90,221,246,262,434,534,559
18,90,146,221,434,534,606,724
18,168,221,246,434,559,628,867
18,41,197,221,434,670,747,882
18,98,183,221,391,434,707,882
18,129,221,246,434,559,589,707
18,42,198,221,434,647,748,842
18,94,198,221,342,434,647,842
18,94,221,238,387,434,724,842
18,94,221,238,434,491,724,842
18,115,120,224,368,453,559,631
18,115,120,224,368,453,631,724
18,120,146,224,368,453,724,845
18,70,120,243,453,586,729,882
18,120,169,197,453,747,868,882
18,73,200,246,453,559,589,885
18,115,166,219,363,559,626,791
18,56,115,238,408,491,559,724
18,115,146,224,559,631,724,845
18,70,115,238,382,559,724,882
18,115,183,242,391,559,863,882
18,90,146,246,262,559,606,724
18,94,198,238,342,387,647,724
18,94,198,238,342,491,647,724
18,59,198,238,411,647,724,859
18,71,166,198,383,647,791,883
18,71,166,198,647,744,791,883
18,115,166,219,363,626,724,791
18,115,183,242,391,724,863,882
18,146,166,219,363,626,724,791
18,70,165,238,382,724,743,882
18,35,183,238,387,724,808,882
18,58,197,238,410,687,724,882
18,117,166,197,410,791,865,882
18,117,166,197,450,791,865,882
19,78,173,201,326,435,454,751
19,40,78,184,392,435,475,883
19,45,78,201,435,454,522,751
19,78,121,201,414,435,454,751
19,71,78,191,435,587,883,890
19,68,163,199,380,435,512,648
19,107,163,199,279,435,623,648
19,35,163,199,435,512,648,741
19,68,163,199,435,512,648,741
19,62,121,163,414,435,454,862
19,62,163,201,414,435,454,862
19,66,222,239,302,435,582,725
19,118,198,222,366,411,435,883
19,118,198,222,366,435,451,883
19,118,167,222,366,435,792,866
19,40,184,222,392,435,475,883
19,78,201,222,435,454,475,751
19,91,222,247,263,435,535,560
19,91,147,222,435,535,607,725
19,169,222,247,435,560,629,868
19,42,198,222,435,671,748,883
19,99,184,222,392,435,708,883
19,130,222,247,435,560,590,708
19,43,199,222,435,648,749,843
19,95,199,222,343,435,648,843
19,95,222,239,388,435,725,843
19,95,222,239,435,492,725,843
19,116,121,225,369,454,560,632
19,116,121,225,369,454,632,725
19,121,147,225,369,454,725,846
19,71,121,244,454,587,730,883
19,121,170,198,454,748,869,883
19,74,201,247,454,560,590,886
19,116,167,220,364,560,627,792
19,57,116,239,409,492,560,725
19,116,147,225,560,632,725,846
19,71,116,239,383,560,725,883
19,116,184,243,392,560,864,883
19,91,147,247,263,560,607,725
19,95,199,239,343,388,648,725
19,95,199,239,343,492,648,725
19,60,199,239,412,648,725,860
19,72,167,199,320,648,792,884
19,72,167,199,648,745,792,884
19,116,167,220,364,627,725,792
19,116,184,243,392,725,864,883
19,147,167,220,364,627,725,792
19,71,166,239,383,725,744,883
19,36,184,239,388,725,809,883
19,59,198,239,411,688,725,883
19,118,167,198,411,792,866,883
19,118,167,198,451,792,866,883
20,79,174,202,327,436,455,752
20,41,79,185,393,436,476,884
20,46,79,202,436,455,523,752
20,79,122,202,415,436,455,752
20,72,79,128,436,588,884,891
20,69,164,200,381,436,513,649
20,108,164,200,280,436,624,649
20,36,164,200,436,513,649,742
20,69,164,200,436,513,649,742
20,63,122,164,415,436,455,863
20,63,164,202,415,436,455,863
20,67,223,240,303,436,583,726
20,119,199,223,367,412,436,884
20,119,199,223,367,436,452,884
20,119,168,223,367,436,793,867
20,41,185,223,393,436,476,884
20,79,202,223,436,455,476,752
20,92,223,248,264,436,536,561
20,92,148,223,436,536,608,726
20,170,223,248,436,561,630,869
20,43,199,223,436,672,749,884
20,100,185,223,393,436,709,884
20,131,223,248,436,561,591,709
20,44,200,223,436,649,750,844
20,96,200,223,344,436,649,844
20,96,223,240,389,436,726,844
20,96,223,240,436,493,726,844
20,117,122,226,370,455,561,633
20,117,122,226,370,455,633,726
20,122,148,226,370,455,726,847
20,72,122,245,455,588,731,884
20,122,171,199,455,749,870,884
20,75,202,248,455,561,591,887
20,117,168,221,365,561,628,793
20,58,117,240,410,493,561,726
20,117,148,226,561,633,726,847
20,72,117,240,320,561,726,884
20,117,185,244,393,561,865,884
20,92,148,248,264,561,608,726
20,96,200,240,344,389,649,726
20,96,200,240,344,493,649,726
20,61,200,240,413,649,726,861
20,73,168,200,321,649,793,885
20,73,168,200,649,746,793,885
20,117,168,221,365,628,726,793
20,117,185,244,393,726,865,884
20,148,168,221,365,628,726,793
20,72,167,240,320,726,745,884
20,37,185,240,389,726,810,884
20,60,199,240,412,689,726,884
20,119,168,199,412,793,867,884
20,119,168,199,452,793,867,884
21,80,175,203,328,437,456,753
21,42,80,186,394,437,477,885
21,47,80,203,437,456,524,753
21,80,123,203,416,437,456,753
21,73,80,129,437,589,885,892
21,70,165,201,382,437,514,650
21,109,165,201,281,437,625,650
21,37,165,201,437,514,650,743
21,70,165,201,437,514,650,743
21,68,224,241,304,437,584,727
21,120,200,224,368,413,437,885
21,120,200,224,368,437,453,885
21,120,169,224,368,437,794,868
21,42,186,224,394,437,477,885
21,80,203,224,437,456,477,753
21,93,224,249,265,437,537,562
21,93,149,224,437,537,609,727
21,171,224,249,437,562,631,870
21,44,200,224,437,673,750,885
21,101,186,224,394,437,710,885
21,132,224,249,437,562,592,710
21,45,201,224,437,650,751,845
21,97,201,224,345,437,650,845
21,97,224,241,390,437,727,845
21,97,224,241,437,494,727,845
21,118,123,227,371,456,562,634
21,118,123,227,371,456,634,727
21,123,149,227,371,456,727,848
21,73,123,246,456,589,732,885
21,123,172,200,456,750,871,885
21,76,203,249,456,562,592,888
21,118,169,222,366,562,629,794
21,59,118,241,411,494,562,727
21,118,149,227,562,634,727,848
21,73,118,241,321,562,727,885
21,118,186,245,394,562,866,885
21,93,149,249,265,562,609,727
21,97,201,241,345,390,650,727
21,97,201,241,345,494,650,727
21,62,201,241,414,650,727,862
21,74,169,201,322,650,794,886
21,74,169,201,650,747,794,886
21,118,169,222,366,629,727,794
21,118,186,245,394,727,866,885
21,149,169,222,366,629,727,794
21,73,168,241,321,727,746,885
21,38,186,241,390,727,811,885
21,61,200,241,413,690,727,885
21,120,169,200,413,794,868,885
21,120,169,200,453,794,868,885
22,81,176,204,329,438,457,754
22,43,81,187,395,438,478,886
22,48,81,204,438,457,525,754
22,81,124,204,417,438,457,754
22,74,81,130,438,590,886,893
22,71,166,202,383,438,515,651
22,110,166,202,282,438,626,651
22,38,166,202,438,515,651,744
22,71,166,202,438,515,651,744
22,69,225,242,305,438,585,728
22,121,201,225,369,414,438,886
22,121,201,225,369,438,454,886
22,121,170,225,369,438,795,869
22,43,187,225,395,438,478,886
22,81,204,225,438,457,478,754
22,94,225,250,266,438,538,563
22,94,150,225,438,538,610,728
22,172,225,250,438,563,632,871
22,45,201,225,438,674,751,886
22,102,187,225,395,438,711,886
22,133,225,250,438,563,593,711
22,46,202,225,438,651,752,846
22,98,202,225,346,438,651,846
22,98,225,242,391,438,728,846
22,98,225,242,438,495,728,846
22,119,124,228,372,457,563,635
22,119,124,228,372,457,635,728
22,124,150,228,372,457,728,849
22,74,124,247,457,590,733,886
22,124,173,201,457,751,872,886
22,77,204,250,457,563,593,889
22,119,170,223,367,563,630,795
22,60,119,242,412,495,563,728
22,119,150,228,563,635,728,849
22,74,119,242,322,563,728,886
22,119,187,246,395,563,867,886
22,94,150,250,266,563,610,728
22,98,202,242,346,391,651,728
22,98,202,242,346,495,651,728
22,63,202,242,415,651,728,863
22,75,170,202,323,651,795,887
22,75,170,202,651,748,795,887
22,119,170,223,367,630,728,795
22,119,187,246,395,728,867,886
22,150,170,223,367,630,728,795
22,74,169,242,322,728,747,886
22,39,187,242,391,728,812,886
22,62,201,242,414,691,728,886
22,121,170,201,414,795,869,886
22,121,170,201,454,795,869,886
23,82,177,205,330,439,458,755
23,44,82,188,396,439,479,887
23,49,82,205,439,458,526,755
23,82,125,205,418,439,458,755
23,75,82,131,439,591,887,894
23,72,167,203,320,439,516,652
23,111,167,203,283,439,627,652
23,39,167,203,439,516,652,745
23,72,167,203,439,516,652,745
23,70,226,243,306,439,586,729
23,122,202,226,370,415,439,887
23,122,202,226,370,439,455,887
23,122,171,226,370,439,796,870
23,44,188,226,396,439,479,887
23,82,205,226,439,458,479,755
23,95,226,251,267,439,539,564
23,95,151,226,439,539,611,729
23,173,226,251,439,564,633,872
23,46,202,226,439,675,752,887
23,103,188,226,396,439,712,887
23,134,226,251,439,564,594,712
23,47,203,226,439,652,753,847
23,99,203,226,347,439,652,847
23,99,226,243,392,439,729,847
23,99,226,243,439,496,729,847
23,120,125,229,373,458,564,636
23,120,125,229,373,458,636,729
23,125,151,229,373,458,729,850
23,75,125,248,458,591,734,887
23,125,174,202,458,752,873,887
23,78,205,251,458,564,594,890
23,120,171,224,368,564,631,796
23,61,120,243,413,496,564,729
23,120,151,229,564,636,729,850
23,75,120,243,323,564,729,887
23,120,188,247,396,564,868,887
23,95,151,251,267,564,611,729
23,99,203,243,347,392,652,729
23,99,203,243,347,496,652,729
23,76,171,203,324,652,796,888
23,76,171,203,652,749,796,888
23,120,171,224,368,631,729,796
23,120,188,247,396,729,868,887
23,151,171,224,368,631,729,796
23,75,170,243,323,729,748,887
23,40,188,243,392,729,813,887
23,63,202,243,415,692,729,887
23,122,171,202,415,796,870,887
23,122,171,202,455,796,870,887
24,83,178,206,331,440,459,756
24,45,83,189,397,440,480,888
24,50,83,206,440,459,527,756
24,83,126,206,419,440,459,756
24,76,83,132,440,592,888,895
24,73,168,204,321,440,517,653
24,112,168,204,284,440,628,653
24,40,168,204,440,517,653,746
24,73,168,204,440,517,653,746
24,71,227,244,307,440,587,730
24,123,203,227,371,416,440,888
24,123,203,227,371,440,456,888
24,123,172,227,371,440,797,871
24,45,189,227,397,440,480,888
24,83,206,227,440,459,480,756
24,96,227,252,268,440,540,565
24,96,152,227,440,540,612,730
24,174,227,252,440,565,634,873
24,47,203,227,440,676,753,888
24,104,189,227,397,440,713,888
24,135,227,252,440,565,595,713
24,48,204,227,440,653,754,848
24,100,204,227,348,440,653,848
24,100,227,244,393,440,730,848
24,100,227,244,440,497,730,848
24,121,126,230,374,459,565,637
24,121,126,230,374,459,637,730
24,126,152,230,374,459,730,851
24,76,126,249,459,592,735,888
24,126,175,203,459,753,874,888
24,79,206,252,459,565,595,891
24,121,172,225,369,565,632,797
24,62,121,244,414,497,565,730
24,121,152,230,565,637,730,851
24,76,121,244,324,565,730,888
24,121,189,248,397,565,869,888
24,96,152,252,268,565,612,730
24,100,204,244,348,393,653,730
24,100,204,244,348,497,653,730
24,77,172,204,325,653,797,889
24,77,172,204,653,750,797,889
24,121,172,225,369,632,730,797
24,121,189,248,397,730,869,888
24,152,172,225,369,632,730,797
24,76,171,244,324,730,749,888
24,41,189,244,393,730,814,888
24,123,172,203,416,797,871,888
24,123,172,203,456,797,871,888
25,84,179,207,332,441,460,757
25,46,84,190,398,441,481,889
25,51,84,207,441,460,528,757
25,84,127,207,420,441,460,757
25,77,84,133,441,593,832,889
25,74,169,205,322,441,518,654
25,113,169,205,285,441,629,654
25,41,169,205,441,518,654,747
25,74,169,205,441,518,654,747
25,72,228,245,308,441,588,731
25,124,204,228,372,417,441,889
25,124,204,228,372,441,457,889
25,124,173,228,372,441,798,872
25,46,190,228,398,441,481,889
25,84,207,228,441,460,481,757
25,97,228,253,269,441,541,566
25,97,153,228,441,541,613,731
25,175,228,253,441,566,635,874
25,48,204,228,441,677,754,889
25,105,190,228,398,441,714,889
25,136,228,253,441,566,596,714
25,49,205,228,441,654,755,849
25,101,205,228,349,441,654,849
25,101,228,245,394,441,731,849
25,101,228,245,441,498,731,849
25,122,127,231,375,460,566,638
25,122,127,231,375,460,638,731
25,127,153,231,375,460,731,852
25,77,127,250,460,593,736,889
25,127,176,204,460,754,875,889
25,80,207,253,460,566,596,892
25,122,173,226,370,566,633,798
25,63,122,245,415,498,566,731
25,122,153,231,566,638,731,852
25,77,122,245,325,566,731,889
25,122,190,249,398,566,870,889
25,97,153,253,269,566,613,731
25,101,205,245,349,394,654,731
25,101,205,245,349,498,654,731
25,78,173,205,326,654,798,890
25,78,173,205,654,751,798,890
25,122,173,226,370,633,731,798
25,122,190,249,398,731,870,889
25,153,173,226,370,633,731,798
25,77,172,245,325,731,750,889
25,42,190,245,394,731,815,889
25,124,173,204,417,798,872,889
25,124,173,204,457,798,872,889
26,85,180,208,333,442,461,758
26,47,85,191,399,442,482,890
26,52,85,208,442,461,529,758
26,64,85,208,421,442,461,758
26,78,85,134,442,594,833,890
26,75,170,206,323,442,519,655
26,114,170,206,286,442,630,655
26,42,170,206,442,519,655,748
26,75,170,206,442,519,655,748
26,73,229,246,309,442,589,732
26,125,205,229,373,418,442,890
26,125,205,229,373,442,458,890
26,125,174,229,373,442,799,873
26,47,191,229,399,442,482,890
26,85,208,229,442,461,482,758
26,98,229,254,270,442,542,567
26,98,154,229,442,542,614,732
26,176,229,254,442,567,636,875
26,49,205,229,442,678,755,890
26,106,191,229,399,442,715,890
26,137,229,254,442,567,597,715
26,50,206,229,442,655,756,850
26,102,206,229,350,442,655,850
26,102,229,246,395,442,732,850
26,102,229,246,442,499,732,850
26,64,123,232,376,461,567,639
26,64,123,232,376,461,639,732
26,64,154,232,376,461,732,853
26,64,78,251,461,594,737,890
26,64,177,205,461,755,876,890
26,81,208,254,461,567,597,893
26,123,174,227,371,567,634,799
26,123,154,232,567,639,732,853
26,78,123,246,326,567,732,890
26,123,191,250,399,567,871,890
26,98,154,254,270,567,614,732
26,102,206,246,350,395,655,732
26,102,206,246,350,499,655,732
26,79,174,206,327,655,799,891
